id,ccr_codigo,1=+,8=-,9=+,10=+,12=-,13=-,15=-,16=-,17=-,18=-,19=-,20=+,21=-,22=+,23=-,24=+,25=+,26=-,27=+,28=+,31=-,32=+,33=+,34=-,35=-,37=-,38=-,39=-,40=-,41=-,42=-,43=+,44=-,45=+,46=+,49=-,50=-,51=+,52=+,53=-,64=-,65=-,66=-,67=-,68=-,69=+,78=-,79=-,amostra,substrato,cidade,uf
401,UFT.2014(L)7919,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,ANA.TAG.001.027,Fruto de Buriti,Taguatinga,TO
402,UFT.2014(L)7950,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,ANA.TAG.001.027,Fruto de Buriti,Taguatinga,TO
403,UFT.2014(L)7964,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,ANA.TAG.001.028,Fruto de Buriti,Taguatinga,TO
408,UFT.2014(L)6598,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,ANA.CAN.001.054,Fruto de Buriti,Pium,TO
409,UFT.2014(L)7838,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,ANA.CAN.001.054,Fruto de Buriti,Pium,TO
410,UFT.2014(L)6747,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,ANA.CAN.001.055,Fruto de Buriti,Pium,TO
412,UFT.2014(L)7756,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,ANA.TAQ.001.054,Fruto de Buriti,Palmas,TO
413,UFT.2014(L)7760,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,ANA.TAQ.001.054,Fruto de Buriti,Palmas,TO
415,UFT.2014(L)7898,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,ANA.TAQ.001.055,Fruto de Buriti,Palmas,TO
417,UFT.2014(L)7900,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,ANA.TAQ.001.055,Fruto de Buriti,Palmas,TO
418,UFT.2014(L)7901,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,ANA.TAQ.001.055,Fruto de Buriti,Palmas,TO
422,UFT.2014(L)6760,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,ANA.CAN.001.057,Fruto de Buriti,Pium,TO
424,UFT.2014(L)7299,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,ANA.CAN.001.058,Fruto de Buriti,Pium,TO
426,UFT.2014(L)7194,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,ANA.TAG.001.030,Fruto de Buriti,Taguatinga,TO
427,UFT.2014(L)7200,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,ANA.TAG.001.030,Fruto de Buriti,Taguatinga,TO
429,UFT.2014(L)7772,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,ANA.TAQ.001.057,Fruto de Buriti,Palmas,TO
432,UFT.2014(L)7905,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,ANA.TAQ.001.058,Fruto de Buriti,Palmas,TO
433,UFT.2014(L)7997,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,ANA.TAQ.001.059,Fruto de Buriti,Palmas,TO
436,UFT.2014(L)6822,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,ANA.CAN.001.059,Fruto de Buriti,Pium,TO
437,UFT.2014(L)6828,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,ANA.CAN.001.059,Fruto de Buriti,Pium,TO
438,UFT.2014(L)6566,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,ANA.CAN.001.060,Fruto de Buriti,Pium,TO
439,UFT.2014(L)6580,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,ANA.CAN.001.060,Fruto de Buriti,Pium,TO
446,UFT.2014(L)7399,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,ANA.TAQ.001.061,Fruto de Buriti,Palmas,TO
447,UFT.2014(L)7500,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,ANA.TAQ.001.061,Fruto de Buriti,Palmas,TO
456,UFT.2014(L)6726,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,ANA.CAN.001.061,Fruto de Buriti,Pium,TO
457,UFT.2014(L)7798,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,ANA.CAN.001.061,Fruto de Buriti,Pium,TO
458,UFT.2014(L)6623,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,ANA.CAN.001.062,Fruto de Buriti,Pium,TO
460,UFT.2014(L)6757,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,ANA.CAN.001.062,Fruto de Buriti,Pium,TO
461,UFT.2014(L)7916,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,ANA.TAG.001.032,Fruto de Buriti,Taguatinga,TO
462,UFT.2014(L)7918,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,ANA.TAG.001.032,Fruto de Buriti,Taguatinga,TO
464,UFT.2014(L)7787,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,ANA.TAQ.001.065,Fruto de Buriti,Palmas,TO
465,UFT.2014(L)7788,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,ANA.TAQ.001.065,Fruto de Buriti,Palmas,TO
469,UFT.2014(L)7907,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,ANA.TAQ.001.066,Fruto de Buriti,Palmas,TO
472,UFT.2014(L)8001,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,ANA.TAQ.001.067,Fruto de Buriti,Palmas,TO
480,UFT.2014(L)7839,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,ANA.CAN.001.065,Fruto de Buriti,Pium,TO
481,UFT.2014(L)7869,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,ANA.CAN.001.065,Fruto de Buriti,Pium,TO
482,UFT.2014(L)7260,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,ANA.TAG.001.033,Fruto de Buriti,Taguatinga,TO
487,UFT.2014(L)8003,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,ANA.TAQ.001.071,Fruto de Buriti,Palmas,TO
488,UFT.2014(L)6539,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,ANA.CAN.001.066,Fruto de Buriti,Pium,TO
489,UFT.2014(L)6833,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,ANA.CAN.001.066,Fruto de Buriti,Pium,TO
492,UFT.2014(L)6776,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,ANA.CAN.001.067,Fruto de Buriti,Pium,TO
493,UFT.2014(L)6882,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,ANA.CAN.001.067,Fruto de Buriti,Pium,TO
496,UFT.2014(L)6902,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,ANA.CAN.001.067,Fruto de Buriti,Pium,TO
498,UFT.2014(L)7764,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,ANA.CAN.001.067,Fruto de Buriti,Pium,TO
500,UFT.2014(L)7864,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,ANA.CAN.001.067,Fruto de Buriti,Pium,TO
504,UFT.2014(L)7193,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,ANA.TAG.001.035,Fruto de Buriti,Taguatinga,TO
508,UFT.2014(L)7519,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,ANA.TAQ.001.072,Fruto de Buriti,Palmas,TO
509,UFT.2014(L)7923,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,ANA.TAQ.001.073,Fruto de Buriti,Palmas,TO
512,UFT.2014(L)6815,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,ANA.CAN.001.068,Fruto de Buriti,Pium,TO
518,UFT.2014(L)7257,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,ANA.TAG.001.036,Fruto de Buriti,Taguatinga,TO
519,UFT.2014(L)7362,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,ANA.TAG.001.036,Fruto de Buriti,Taguatinga,TO
522,UFT.2014(L)7514,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,ANA.TAQ.001.074,Fruto de Buriti,Palmas,TO
524,UFT.2014(L)7811,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,ANA.TAQ.001.075,Fruto de Buriti,Palmas,TO
526,UFT.2014(L)7925,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,ANA.TAQ.001.076,Fruto de Buriti,Palmas,TO
527,UFT.2014(L)6820,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,ANA.CAN.001.070,Fruto de Buriti,Pium,TO
531,UFT.2014(L)7781,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,ANA.CAN.001.071,Fruto de Buriti,Pium,TO
532,UFT.2014(L)7832,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,ANA.CAN.001.071,Fruto de Buriti,Pium,TO
534,UFT.2014(L)7837,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,ANA.CAN.001.071,Fruto de Buriti,Pium,TO
537,UFT.2014(L)7235,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,ANA.TAG.001.037,Fruto de Buriti,Taguatinga,TO
538,UFT.2014(L)7057,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,ANA.TAG.001.038,Fruto de Buriti,Taguatinga,TO
540,UFT.2014(L)7813,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,ANA.TAQ.001.078,Fruto de Buriti,Palmas,TO
542,UFT.2014(L)7817,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,ANA.TAQ.001.078,Fruto de Buriti,Palmas,TO
543,UFT.2014(L)7928,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,ANA.TAQ.001.079,Fruto de Buriti,Palmas,TO
550,UFT.2014(L)7277,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,ANA.TAG.001.039,Fruto de Buriti,Taguatinga,TO
551,UFT.2014(L)7197,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,ANA.TAG.001.040,Fruto de Buriti,Taguatinga,TO
552,UFT.2014(L)7199,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,ANA.TAG.001.040,Fruto de Buriti,Taguatinga,TO
553,UFT.2014(L)7524,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,ANA.TAQ.001.081,Fruto de Buriti,Palmas,TO
554,UFT.2014(L)7525,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,ANA.TAQ.001.081,Fruto de Buriti,Palmas,TO
555,UFT.2014(L)7526,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,ANA.TAQ.001.081,Fruto de Buriti,Palmas,TO
556,UFT.2014(L)7527,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,ANA.TAQ.001.081,Fruto de Buriti,Palmas,TO
559,UFT.2014(L)7819,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,ANA.TAQ.001.082,Fruto de Buriti,Palmas,TO
560,UFT.2014(L)7821,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,ANA.TAQ.001.082,Fruto de Buriti,Palmas,TO
561,UFT.2014(L)7930,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,ANA.TAQ.001.083,Fruto de Buriti,Palmas,TO
572,UFT.2014(L)7532,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,ANA.TAQ.001.085,Fruto de Buriti,Palmas,TO
573,UFT.2014(L)7533,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,ANA.TAQ.001.085,Fruto de Buriti,Palmas,TO
